creator_id,nickname,creator_type,persona_tags,pgy_url,profile_url,followers_count,liked_collected_count,quote_price,video_quote_price,budget_status,daily_read_median,daily_interaction_median,natural_cpe,image_cpm,video_cpm,status,topic_point
pgy-ref:662169d800000000030318b1,鸠占鹊巢咖啡,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/662169d800000000030318b1?track_id=kolSimilar_c603830ff28a483096a78bf43a3256bc&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/662169d800000000030318b1,1900.0,21000.0,650.0,650.0,通过,3582.0,122.0,2.21,,32.2,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3582.0；互动中位数 122.0
pgy-ref:66f760ae000000001d031096,蝴蝶西,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/66f760ae000000001d031096?track_id=kolSearch_8e4496a0594048f59da15b39754196a0&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/66f760ae000000001d031096,4400.0,123000.0,900.0,,通过,3699.0,552.0,4.52,108.23,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 3699.0；互动中位数 552.0
pgy-ref:5dbe843a0000000001006b32,养一只秋秋.,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5dbe843a0000000001006b32?track_id=kolSearch_3711f5126ebe4ad99215e2db5e5fc84f&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5dbe843a0000000001006b32,4700.0,51000.0,700.0,700.0,通过,1370.0,132.0,3.58,,65.85,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1370.0；互动中位数 132.0
pgy-ref:5488004db4c4d66cc3eb0f4b,大jio,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5488004db4c4d66cc3eb0f4b?track_id=kolSimilar_564be2cf54314ab6b0349a3ef71c8573&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5488004db4c4d66cc3eb0f4b,4100.0,36000.0,700.0,700.0,通过,3502.0,116.0,2.59,,13.51,待补数据,留学背景；参考合作形式：视频；阅读中位数 3502.0；互动中位数 116.0
pgy-ref:606500ca0000000001001d6a,雨雨木木喵,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/606500ca0000000001001d6a?track_id=kolSimilar_50f67bcdeb1349199be82029e95d0caf&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/606500ca0000000001001d6a,4700.0,337000.0,751.0,751.0,通过,3474.0,426.0,0.99,,29.04,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3474.0；互动中位数 426.0
pgy-ref:5f82aa07000000000101e3ae,机智馍馍儿,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5f82aa07000000000101e3ae?track_id=kolMatch_1037a1cdac064374b6029805529030e5&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5f82aa07000000000101e3ae,3500.0,128000.0,866.0,866.0,通过,1177.0,115.0,3.01,,41.25,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1177.0；互动中位数 115.0
pgy-ref:5a8ffea1e8ac2b1faa7a60ec,Lisenn,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5a8ffea1e8ac2b1faa7a60ec?track_id=kolSimilar_2a4f51a158f649069df62eac7f56d9fb&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5a8ffea1e8ac2b1faa7a60ec,1800.0,15000.0,712.0,712.0,通过,412.0,54.0,1.24,,52.66,待补数据,海外留学生；参考合作形式：视频；阅读中位数 412.0；互动中位数 54.0
pgy-ref:60b46fde0000000001008091,c.a_r0line,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/60b46fde0000000001008091?track_id=kolGeneralSearch_abe92fb9550b4f6eb3291ed96e88f046&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/60b46fde0000000001008091,2800.0000000000005,24000.0,882.0,882.0,通过,2041.0,374.0,1.26,,44.86,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2041.0；互动中位数 374.0
pgy-ref:5a8b8ca14eacab4028be1fc7,Winterr:),海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5a8b8ca14eacab4028be1fc7,https://www.xiaohongshu.com/user/profile/5a8b8ca14eacab4028be1fc7,8000.0,68000.0,950.0,950.0,通过,3491.0,374.0,3.77,,57.43,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3491.0；互动中位数 374.0
pgy-ref:65b90809000000000e0271a8,小李_,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/65b90809000000000e0271a8?track_id=kolSimilar_515fffbb79bf47c2ab54e4e99109704f&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/65b90809000000000e0271a8,6200.0,42000.0,1100.0,1100.0,超预算,2405.0,224.0,2.52,,76.27,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2405.0；互动中位数 224.0
pgy-ref:5f24e60f000000000101ce0e,下次一定早起,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5f24e60f000000000101ce0e?track_id=kolSimilar_16f3322506ad41b59e07940e43f999e0&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/5f24e60f000000000101ce0e,3000.0,50000.0,500.0,500.0,通过,973.0,137.0,2.84,,105.31,待补数据,海外留学生；参考合作形式：视频；阅读中位数 973.0；互动中位数 137.0
pgy-ref:5b5d5aad4eacab124715b952,iiivy,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5b5d5aad4eacab124715b952?track_id=kolSimilar_d29b51074b8740a8ae3763ad486dc3f5&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/5b5d5aad4eacab124715b952,13000.0,217000.0,900.0,900.0,通过,15725.0,1939.0,2.22,,46.43,待补数据,留学背景；参考合作形式：视频；阅读中位数 15725.0；互动中位数 1939.0
pgy-ref:563b4c03e58d1329732df1fb,每天五点半起床的狗,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/563b4c03e58d1329732df1fb?track_id=kolSimilar_e2437dc356f54cfd9d1646de3c682f29&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/563b4c03e58d1329732df1fb,9300.0,134000.0,638.0,,通过,1895.0,572.0,1.17,46.77,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 1895.0；互动中位数 572.0
pgy-ref:6412a4cc0000000011020224,y1wennn,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/6412a4cc0000000011020224?track_id=kolSimilar_5c80bf32239d4fdf84d3690b73d0dc73&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/6412a4cc0000000011020224,2500.0,37000.0,380.0,,通过,1670.0,329.0,1.38,56.89,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 1670.0；互动中位数 329.0
pgy-ref:62dcde47000000001f01618d,叶子四点后不喝咖啡,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/62dcde47000000001f01618d?track_id=kolSimilar_35a4402342cd46eba969b420d9a0ac8d&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/62dcde47000000001f01618d,2400.0,75000.0,700.0,700.0,通过,2480.0,461.0,1.08,,74.05,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2480.0；互动中位数 461.0
pgy-ref:58c54059a9b2ed4284615848,拽羊羊,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/58c54059a9b2ed4284615848?track_id=kolSimilar_e37aa14b32df41dca3e0d00d13a7f1eb&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/58c54059a9b2ed4284615848,4600.0,118000.0,885.0,885.0,通过,3019.0,431.0,1.39,,34.3,待补数据,留学背景；参考合作形式：视频；阅读中位数 3019.0；互动中位数 431.0
pgy-ref:58b8e54882ec39378e983b4f,优秀哈哈怪,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/58b8e54882ec39378e983b4f?track_id=kolSimilar_50f67bcdeb1349199be82029e95d0caf&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/58b8e54882ec39378e983b4f,4200.0,54000.0,800.0,800.0,通过,13380.0,535.0,0.93,,6.37,待补数据,留学背景；参考合作形式：视频；阅读中位数 13380.0；互动中位数 535.0
pgy-ref:56df596faed7581736078e98,33yyviiw,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/56df596faed7581736078e98?track_id=kolMatch_bfcbb4e848944f24b0157a786d5a96bf&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/56df596faed7581736078e98,8500.0,81000.0,900.0,900.0,通过,1370.0,346.0,1.83,,61.02,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1370.0；互动中位数 346.0
pgy-ref:5e9bd0520000000001009160,Rubinae.Y,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5e9bd0520000000001009160?track_id=kolMatch_bfcbb4e848944f24b0157a786d5a96bf&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5e9bd0520000000001009160,2600.0,20000.0,600.0,600.0,通过,3299.0,369.0,1.08,,24.57,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3299.0；互动中位数 369.0
pgy-ref:5cc8ed94000000001203f50e,Noraaa-,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5cc8ed94000000001203f50e?track_id=kolMatch_bfcbb4e848944f24b0157a786d5a96bf&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5cc8ed94000000001203f50e,6000.0,60000.0,750.0,750.0,通过,16337.0,885.0,0.47,,6.64,待补数据,海外留学生；参考合作形式：视频；阅读中位数 16337.0；互动中位数 885.0
pgy-ref:5cfe66ef000000001002b0f7,Ambelll,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5cfe66ef000000001002b0f7?track_id=kolSimilar_a79c5deca0af4519b75f5de9ac152b5e&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5cfe66ef000000001002b0f7,1900.0,23000.0,563.0,563.0,通过,608.0,77.0,2.27,,44.23,待补数据,海外留学生；参考合作形式：视频；阅读中位数 608.0；互动中位数 77.0
pgy-ref:60b19aa10000000001008c62,诗祈,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/60b19aa10000000001008c62?track_id=kolSimilar_a79c5deca0af4519b75f5de9ac152b5e&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/60b19aa10000000001008c62,1900.0,36000.0,500.0,500.0,通过,1330.0,91.0,3.85,,55.26,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1330.0；互动中位数 91.0
pgy-ref:5b77a988a73ea70001a14425,二琳,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5b77a988a73ea70001a14425?track_id=kolSimilar_a79c5deca0af4519b75f5de9ac152b5e&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5b77a988a73ea70001a14425,2700.0,19000.0,850.0,850.0,通过,3865.0,615.0,0.65,,17.2,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3865.0；互动中位数 615.0
pgy-ref:6600ef15000000000b00e840,少吃一点Doris🐰,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/6600ef15000000000b00e840?track_id=kolSimilar_d98295ad79ba470ea4e82d01c1db9cc7&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/6600ef15000000000b00e840,5000.0,16000.0,780.0,780.0,通过,3112.0,621.0,1.6,,31.22,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3112.0；互动中位数 621.0
pgy-ref:601f7f66000000000101d4d8,Coco牌电子榨菜,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/601f7f66000000000101d4d8?track_id=kolSimilar_d98295ad79ba470ea4e82d01c1db9cc7&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/601f7f66000000000101d4d8,3800.0,23000.0,500.0,500.0,通过,3804.0,473.0,0.63,,17.29,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3804.0；互动中位数 473.0
pgy-ref:5d29de82000000001103be86,03年的活人博主,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5d29de82000000001103be86?track_id=kolSimilar_d2db47d39da448bebb7c57c9fd0691a9&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5d29de82000000001103be86,4800.0,91000.0,701.0,701.0,通过,2931.0,226.0,2.54,,32.25,待补数据,留学背景；参考合作形式：视频；阅读中位数 2931.0；互动中位数 226.0
pgy-ref:5b7675cb39c754000105fb1f,爱吃巧克力的兔兔鱼,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5b7675cb39c754000105fb1f?track_id=kolSimilar_d2db47d39da448bebb7c57c9fd0691a9&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5b7675cb39c754000105fb1f,2100.0,25000.0,750.0,750.0,通过,977.0,68.0,5.84,,57.38,待补数据,海外留学生；参考合作形式：视频；阅读中位数 977.0；互动中位数 68.0
pgy-ref:65d80bd2000000000503251f,June,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/65d80bd2000000000503251f?track_id=kolSimilar_48a91b3a3e9548389887e41a32085006&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/65d80bd2000000000503251f,4600.0,123000.0,350.0,,通过,2319.0,398.0,0.88,38.9,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 2319.0；互动中位数 398.0
pgy-ref:57581acb6a6a69679eb32f46,小羊学习日记📒,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/57581acb6a6a69679eb32f46?track_id=kolGeneralSearch_0a0ec32c8dd1456c9ad09166716def66&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/57581acb6a6a69679eb32f46,3500.0,62000.0,220.0,,通过,548.0,93.0,4.35,124.54,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 548.0；互动中位数 93.0
pgy-ref:68568e3e000000001d00a2aa,Carrots,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/68568e3e000000001d00a2aa?track_id=kolSimilar_ac5cac7d4c60494b8c988e168ab60976&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/68568e3e000000001d00a2aa,2700.0,35000.0,400.0,400.0,通过,2606.0,428.0,0.98,,30.65,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2606.0；互动中位数 428.0
pgy-ref:5e88395d0000000001000f7a,Anan,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5e88395d0000000001000f7a?track_id=kolSimilar_9b526f2fb8d844869761dff840e68bd6&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5e88395d0000000001000f7a,2700.0,33000.0,500.0,500.0,通过,7314.0,256.0,2.14,,36.59,待补数据,留学背景；参考合作形式：视频；阅读中位数 7314.0；互动中位数 256.0
pgy-ref:62d795bb000000000e00efbd,Xxxxxi汐🎧,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/62d795bb000000000e00efbd?track_id=kolSimilar_9b526f2fb8d844869761dff840e68bd6&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/62d795bb000000000e00efbd,3300.0,45000.0,350.0,350.0,通过,923.0,87.0,2.41,,43.22,待补数据,海外留学生；参考合作形式：视频；阅读中位数 923.0；互动中位数 87.0
pgy-ref:5dfccb5a00000000010034ad,Fiona_无语白,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5dfccb5a00000000010034ad?track_id=kolSimilar_f4147fc2f5564cc3b22e0d3fc000e974&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5dfccb5a00000000010034ad,1500.0,19000.0,400.0,400.0,通过,2007.0,447.0,1.15,,38.46,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2007.0；互动中位数 447.0
pgy-ref:5ccdb1a9000000001200d60a,海上月,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5ccdb1a9000000001200d60a?track_id=kolMatch_ec83e1233b844d608689d0a1c26c816e&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5ccdb1a9000000001200d60a,1900.0,48000.0,360.0,,通过,1938.0,76.0,4.74,40.1,,待补数据,留学背景；参考合作形式：图文；阅读中位数 1938.0；互动中位数 76.0
pgy-ref:608b73bc000000000100184f,Mdsss,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/608b73bc000000000100184f?track_id=kolSimilar_08c7de9ee90e4689b1241ebfbcd1d9f2&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/608b73bc000000000100184f,5000.0,23000.0,800.0,800.0,通过,2398.0,317.0,2.05,,38.05,待补数据,留学背景；参考合作形式：视频；阅读中位数 2398.0；互动中位数 317.0
pgy-ref:612872770000000001007c55,好运查莉,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/612872770000000001007c55?track_id=kolSimilar_836852cac78f4682924c733c7e76e416&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/612872770000000001007c55,6200.0,117000.0,500.0,500.0,通过,931.0,133.0,3.76,,109.63,待补数据,海外留学生；参考合作形式：视频；阅读中位数 931.0；互动中位数 133.0
pgy-ref:66f4900a000000001d032929,龙虾堡不想吃鱼,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/66f4900a000000001d032929?track_id=kolSimilar_8ca585b0630b493da9084a7d3c6cde45&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/66f4900a000000001d032929,5000.0,48000.0,1000.0,1000.0,通过,4167.0,1300.0,3.16,,34.13,待补数据,海外留学生；参考合作形式：视频；阅读中位数 4167.0；互动中位数 1300.0
pgy-ref:63eda7f0000000001001c12e,学习浓度99%,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/63eda7f0000000001001c12e?track_id=kolSimilar_7dd87981e00d4e46b7c732f2729cd937&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/63eda7f0000000001001c12e,5600.000000000001,56000.0,549.0,549.0,通过,2284.0,142.0,3.51,,39.34,待补数据,留学背景；参考合作形式：视频；阅读中位数 2284.0；互动中位数 142.0
pgy-ref:5c9a97fe00000000120305f3,Judyyy,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5c9a97fe00000000120305f3?track_id=kolSimilar_2ed38988c50c458985870d5a9c255996&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5c9a97fe00000000120305f3,7300.0,45000.0,850.0,850.0,通过,2681.0,347.0,1.73,,37.93,待补数据,留学背景；参考合作形式：视频；阅读中位数 2681.0；互动中位数 347.0
pgy-ref:5c5bf98b000000001d02678e,fancysdiary.,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5c5bf98b000000001d02678e?track_id=kolSimilar_0d62b5b439b8427e9c77447d93d2324f&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5c5bf98b000000001d02678e,8000.0,66000.0,1000.0,1000.0,通过,2069.0,327.0,2.45,,79.51,待补数据,留学背景；参考合作形式：视频；阅读中位数 2069.0；互动中位数 327.0
pgy-ref:643baec3000000001400d3c8,屿小屿,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/643baec3000000001400d3c8?track_id=kolSimilar_b26dbc8bfaf74363aa92d66545036ddc&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/643baec3000000001400d3c8,9300.0,119000.0,1000.0,,通过,4117.0,344.0,3.0,42.91,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 4117.0；互动中位数 344.0
pgy-ref:66deaaae000000001d020c2f,小王在写呢,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/66deaaae000000001d020c2f?track_id=kolSimilar_b26dbc8bfaf74363aa92d66545036ddc&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/66deaaae000000001d020c2f,4600.0,34000.0,358.0,358.0,通过,2364.0,200.0,1.25,,15.87,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2364.0；互动中位数 200.0
pgy-ref:5e8e7d8e0000000001004247,Kayla,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5e8e7d8e0000000001004247?track_id=kolSimilar_b26dbc8bfaf74363aa92d66545036ddc&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5e8e7d8e0000000001004247,3100.0,61000.0,361.0,361.0,通过,4003.0,921.0,0.41,,20.49,待补数据,留学背景；参考合作形式：视频；阅读中位数 4003.0；互动中位数 921.0
pgy-ref:5b863a65b2063e00013d39dc,yum_ham🍳,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5b863a65b2063e00013d39dc?track_id=kolMatch_469c0b55317e4002b677aee0011f9f38&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5b863a65b2063e00013d39dc,4000.0,60000.0,500.0,500.0,通过,438.0,75.0,4.27,,117.37,待补数据,海外留学生；参考合作形式：视频；阅读中位数 438.0；互动中位数 75.0
pgy-ref:664f512b0000000007006d46,VvV,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/664f512b0000000007006d46?track_id=kolMatch_469c0b55317e4002b677aee0011f9f38&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/664f512b0000000007006d46,2400.0,26000.0,400.0,400.0,通过,2013.0,197.0,1.27,,24.63,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2013.0；互动中位数 197.0
pgy-ref:5e980b3e00000000010027f6,又丢了,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5e980b3e00000000010027f6?track_id=kolSimilar_80aad08639be462985a9ef223a888629&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5e980b3e00000000010027f6,8400.0,225000.0,700.0,,通过,3486.0,546.0,1.69,50.07,,待补数据,留学背景；参考合作形式：图文；阅读中位数 3486.0；互动中位数 546.0
pgy-ref:5ff6b5f2000000000101e5f3,豆饼星球站,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5ff6b5f2000000000101e5f3?track_id=kolSimilar_914f150cd29643098c0d1e4b7970deeb&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5ff6b5f2000000000101e5f3,30000.0,939000.0,1500.0,,超预算,9613.0,2868.0,0.31,14.69,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 9613.0；互动中位数 2868.0
pgy-ref:616cee43000000000201ebad,阿宝coab,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/616cee43000000000201ebad?track_id=kolSimilar_914f150cd29643098c0d1e4b7970deeb&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/616cee43000000000201ebad,8100.000000000001,261000.0,512.0,,通过,3252.0,583.0,0.88,20.93,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 3252.0；互动中位数 583.0
pgy-ref:622f17210000000010007415,menggg,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/622f17210000000010007415?track_id=kolMatch_51a90fc730eb4d1c8afa144585e392ba&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/622f17210000000010007415,9300.0,60000.0,700.0,,通过,8934.0,147.0,5.75,27.73,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 8934.0；互动中位数 147.0
pgy-ref:5c2f0190000000000501632d,瑶瑶Yaoo,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5c2f0190000000000501632d?track_id=kolSimilar_f2a35be89f5a403dbe8efc0fe5cee485&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5c2f0190000000000501632d,4400.0,54000.0,970.0,970.0,通过,3666.0,755.0,2.1,,57.18,待补数据,海外留学生；参考合作形式：视频；阅读中位数 3666.0；互动中位数 755.0
